Plot,Subplot,Species,Light_ISF,Core,Soil,Adult,AMF,EMF,NSC,Outcome
15,D,Acer saccharum,0.086,2017,Quercus rubra,970,13.55,,11.98,1.0
15,B,Acer saccharum,0.11,2016,Acer saccharum,1323,21.35,,12.52,1.0
15,D,Acer saccharum,0.086,2016,Populus grandidentata,277,15.37,,12.05,1.0
15,B,Quercus alba,0.11,2017,Prunus serotina,I,19.11,21.61,23.41,1.0
15,D,Acer saccharum,0.086,2017,Quercus alba,1715,11.81,,12.43,1.0
8,D,Acer saccharum,0.063,2016,Sterile,1330,2.36,,9.71,1.0
8,D,Quercus rubra,0.063,2017,Sterile,984,11.79,7.99,11.47,1.0
8,B,Quercus alba,0.066,2017,Prunus serotina,G,19.69,29.52,21.1,0.0
8,B,Quercus rubra,0.066,2017,Sterile,1454,11.34,8.52,11.49,0.0
16,C,Acer saccharum,0.133,2017,Acer rubrum,50,17.04,,12.26,1.0
16,A,Quercus rubra,0.122,2017,Quercus alba,1297,20.76,35.94,17.34,1.0
8,B,Quercus alba,0.066,2016,Populus grandidentata,394,22.94,40.32,17.7,0.0
8,B,Prunus serotina,0.066,2017,Quercus rubra,1454,32.14,,11.59,0.0
16,C,Acer saccharum,0.133,2016,Quercus alba,1478,18.04,,12.65,1.0
8,B,Quercus rubra,0.066,2016,Quercus rubra,1688,17.6,12.43,10.97,1.0
8,D,Quercus rubra,0.063,2017,Quercus alba,1205,16.04,24.8,17.9,0.0
8,D,Prunus serotina,0.063,2017,Sterile,J,12.27,,8.42,1.0
8,B,Quercus rubra,0.066,2017,Sterile,921,11.34,8.52,11.49,1.0
8,D,Quercus rubra,0.063,2017,Quercus rubra,984,18.62,13.78,9.78,1.0
8,B,Quercus rubra,0.066,2017,Quercus rubra,1454,17.6,12.43,10.97,0.0
8,B,Quercus alba,0.066,2017,Acer saccharum,275,18.74,38.63,14.83,1.0
16,A,Prunus serotina,0.122,2016,Quercus rubra,1688,54.36,,11.99,1.0
8,D,Acer saccharum,0.063,2016,Sterile,1323,2.36,,9.71,1.0
8,D,Acer saccharum,0.063,2017,Acer rubrum,1386,18.47,,10.66,1.0
16,A,Acer saccharum,0.122,2017,Quercus rubra,984,16.28,,12.22,1.0
8,B,Quercus alba,0.066,2017,Prunus serotina,J,19.69,29.52,21.1,0.0
8,D,Prunus serotina,0.063,2017,Acer rubrum,1384,23.46,,6.73,0.0
9,A,Prunus serotina,0.065,2017,Quercus rubra,921,32.61,,11.57,0.0
9,C,Prunus serotina,0.077,2016,Acer saccharum,1323,47.55,,7.89,0.0
9,C,Acer saccharum,0.077,2016,Sterile,1323,9.04,,11.92,1.0
9,C,Prunus serotina,0.077,2017,Acer rubrum,1468,23.53,,6.72,1.0
9,A,Quercus alba,0.065,2016,Quercus alba,1320,14.72,32.0,17.33,0.0
16,D,Acer saccharum,0.133,2017,Quercus alba,1205,18.04,,12.65,1.0
9,C,Acer saccharum,0.077,2017,Acer rubrum,1386,18.87,,10.99,1.0
9,A,Quercus rubra,0.065,2017,Quercus rubra,984,18.54,22.09,10.1,0.0
9,A,Quercus alba,0.065,2017,Acer rubrum,50,20.3,31.37,23.13,0.0
9,A,Quercus rubra,0.065,2017,Prunus serotina,G,24.36,14.72,11.34,0.0
9,C,Quercus rubra,0.077,2016,Quercus alba,1478,19.14,28.36,16.63,1.0
9,A,Prunus serotina,0.065,2017,Sterile,G,12.92,,8.44,1.0
9,A,Quercus alba,0.065,2017,Sterile,1297,10.48,3.0,18.18,0.0
9,A,Quercus alba,0.065,2016,Acer saccharum,1330,20.85,26.83,15.84,0.0
9,A,Acer saccharum,0.065,2016,Acer rubrum,1326,18.76,,10.95,1.0
16,D,Acer saccharum,0.133,2016,Acer rubrum,1326,17.04,,12.26,1.0
9,C,Quercus rubra,0.077,2017,Sterile,970,13.04,3.7,11.49,0.0
9,A,Quercus alba,0.065,2017,Sterile,1320,10.48,3.0,18.18,0.0
17,A,Acer saccharum,0.095,2017,Quercus alba,1715,16.19,,12.6,1.0
17,C,Acer saccharum,0.122,2016,Acer saccharum,561,20.67,,12.45,1.0
9,A,Quercus alba,0.065,2016,Populus grandidentata,118,22.92,38.95,17.69,0.0
9,E,Quercus alba,0.071,2017,Quercus rubra,970,16.71,29.79,16.25,0.0
9,A,Quercus rubra,0.065,2016,Populus grandidentata,1201,17.98,29.4,18.25,0.0
9,C,Quercus alba,0.077,2016,Populus grandidentata,1201,17.42,25.86,22.45,0.0
17,A,Prunus serotina,0.095,2017,Prunus serotina,689,23.45,,13.9,1.0
9,B,Quercus rubra,0.074,2017,Acer saccharum,1757,23.51,28.09,17.28,1.0
17,A,Acer saccharum,0.095,2016,Populus grandidentata,1201,14.13,,12.09,1.0
9,D,Quercus alba,0.073,2017,Prunus serotina,G,18.85,38.42,20.26,1.0
9,B,Quercus rubra,0.074,2017,Prunus serotina,J,16.82,12.28,12.18,0.0
9,B,Acer saccharum,0.074,2017,Sterile,1757,7.43,,11.67,1.0
17,B,Prunus serotina,0.111,2017,Populus grandidentata,394,40.89,,11.88,1.0
17,B,Prunus serotina,0.111,2017,Quercus alba,1478,28.35,,13.79,1.0
17,D,Prunus serotina,0.118,2017,Prunus serotina,G,40.73,,13.52,1.0
9,D,Prunus serotina,0.073,2017,Sterile,689,11.31,,10.08,1.0
17,B,Prunus serotina,0.111,2017,Acer rubrum,1386,27.28,,13.71,1.0
9,D,Prunus serotina,0.073,2017,Sterile,I,11.31,,10.08,1.0
9,D,Quercus alba,0.073,2016,Populus grandidentata,285,18.88,43.68,18.14,0.0
9,B,Quercus alba,0.074,2017,Quercus alba,1297,16.82,35.08,15.5,0.0
17,D,Acer saccharum,0.118,2017,Acer saccharum,1323,20.89,,12.44,1.0
17,B,Acer saccharum,0.111,2017,Quercus rubra,1688,14.56,,12.21,1.0
9,B,Quercus alba,0.074,2017,Sterile,1478,5.15,2.5,18.07,1.0
17,D,Prunus serotina,0.118,2017,Quercus rubra,1688,49.57,,11.72,1.0
9,B,Quercus alba,0.074,2016,Prunus serotina,689,18.69,36.89,21.68,0.0
17,D,Acer saccharum,0.118,2017,Sterile,961,8.38,,11.53,1.0
9,B,Quercus rubra,0.074,2017,Sterile,921,12.2,3.38,11.44,0.0
17,B,Acer saccharum,0.111,2017,Populus grandidentata,277,14.2,,12.23,1.0
9,D,Quercus alba,0.073,2017,Quercus rubra,1595,17.42,32.57,15.89,0.0
17,D,Quercus alba,0.118,2017,Quercus alba,1297,10.83,36.24,18.14,1.0
17,D,Acer saccharum,0.118,2017,Sterile,1323,8.38,,11.53,1.0
9,B,Quercus alba,0.074,2016,Sterile,415,5.15,2.5,18.07,0.0
17,D,Acer saccharum,0.118,2017,Sterile,561,8.38,,11.53,1.0
9,B,Quercus alba,0.074,2017,Prunus serotina,H,18.69,36.89,21.68,0.0
17,D,Acer saccharum,0.118,2017,Populus grandidentata,891,15.07,,12.23,1.0
17,D,Prunus serotina,0.118,2017,Acer rubrum,50,40.07,,13.87,1.0
17,D,Acer saccharum,0.118,2017,Quercus alba,1297,19.35,,12.66,1.0
9,D,Acer saccharum,0.073,2017,Sterile,275,2.54,,9.98,1.0
17,B,Acer saccharum,0.111,2016,Acer saccharum,1330,22.34,,12.52,1.0
9,B,Acer saccharum,0.074,2016,Populus grandidentata,394,11.9,,11.31,1.0
18,A,Acer saccharum,0.141,2016,Quercus alba,1478,16.14,,13.01,1.0
9,B,Quercus alba,0.074,2017,Acer saccharum,275,12.89,34.16,17.89,1.0
9,D,Quercus rubra,0.073,2017,Acer saccharum,275,20.7,26.42,17.35,1.0
18,A,Acer saccharum,0.141,2017,Acer rubrum,1386,15.82,,12.89,1.0
18,C,Acer saccharum,0.14,2016,Quercus rubra,1688,13.81,,12.42,1.0
9,D,Quercus alba,0.073,2017,Acer rubrum,1386,21.86,33.17,22.89,0.0
18,C,Acer saccharum,0.14,2017,Quercus rubra,1595,13.81,,12.42,1.0
9,D,Quercus alba,0.073,2017,Sterile,1715,5.18,2.34,18.12,0.0
18,A,Prunus serotina,0.141,2016,Acer rubrum,1326,48.41,,13.81,1.0
9,D,Quercus rubra,0.073,2017,Quercus alba,1715,15.03,28.03,18.77,0.0
9,B,Quercus alba,0.074,2017,Quercus rubra,984,16.07,40.12,17.76,0.0
9,B,Acer saccharum,0.074,2016,Sterile,961,7.43,,11.67,1.0
18,A,Acer saccharum,0.141,2016,Acer saccharum,1330,17.94,,12.82,1.0
9,D,Quercus alba,0.073,2016,Populus grandidentata,394,18.88,43.68,18.14,1.0
18,D,Acer saccharum,0.161,2017,Acer rubrum,50,18.48,,12.76,1.0
10,C,Quercus alba,0.075,2016,Quercus alba,1320,14.9,33.73,15.78,1.0
18,D,Acer saccharum,0.161,2017,Prunus serotina,H,20.01,,12.42,1.0
10,C,Acer saccharum,0.075,2016,Acer saccharum,561,16.93,,11.18,1.0
10,C,Acer saccharum,0.075,2016,Quercus rubra,1688,13.26,,10.96,1.0
10,A,Quercus alba,0.051,2017,Sterile,1320,10.03,4.42,18.74,0.0
10,A,Quercus alba,0.051,2017,Quercus rubra,970,22.83,31.81,18.03,0.0
10,A,Quercus alba,0.051,2017,Prunus serotina,I,19.98,30.55,20.3,0.0
10,C,Quercus rubra,0.075,2016,Populus grandidentata,285,17.06,34.36,18.29,1.0
18,D,Acer saccharum,0.161,2017,Quercus rubra,970,17.71,,12.39,1.0
18,D,Prunus serotina,0.161,2017,Prunus serotina,G,43.09,,12.82,1.0
10,A,Quercus alba,0.051,2016,Sterile,415,10.03,4.42,18.74,1.0
10,C,Quercus rubra,0.075,2017,Quercus rubra,1595,16.21,29.25,14.52,1.0
18,D,Acer saccharum,0.161,2016,Populus grandidentata,394,18.3,,12.6,1.0
10,C,Quercus rubra,0.075,2017,Sterile,970,11.37,3.47,11.37,0.0
10,A,Quercus alba,0.051,2016,Quercus rubra,1688,22.83,31.81,18.03,0.0
10,C,Quercus rubra,0.075,2016,Populus grandidentata,118,17.06,34.36,18.29,0.0
10,C,Acer saccharum,0.075,2016,Acer saccharum,961,16.93,,11.18,1.0
10,A,Quercus rubra,0.051,2017,Acer rubrum,1468,14.84,23.15,13.85,0.0
10,A,Quercus alba,0.051,2016,Quercus alba,1478,19.04,39.14,18.57,1.0
10,A,Prunus serotina,0.051,2017,Acer rubrum,1384,19.78,,5.53,1.0
10,A,Quercus rubra,0.051,2016,Populus grandidentata,1201,16.05,26.06,19.2,1.0
10,C,Quercus rubra,0.075,2017,Quercus rubra,921,16.21,29.25,14.52,1.0
10,C,Quercus alba,0.075,2016,Acer saccharum,1323,14.07,30.4,18.3,0.0
9,B,Quercus rubra,0.074,2017,Quercus rubra,970,19.68,20.72,14.57,1.0
10,A,Quercus alba,0.051,2017,Prunus serotina,1027,19.98,30.55,20.3,1.0
10,A,Quercus rubra,0.051,2016,Populus grandidentata,277,16.05,26.06,19.2,0.0
10,A,Acer saccharum,0.051,2017,Sterile,275,6.35,,9.77,1.0
10,C,Quercus rubra,0.075,2017,Sterile,1454,11.37,3.47,11.37,1.0
12,B,Quercus alba,0.06,2016,Quercus alba,1478,23.75,42.94,22.08,1.0
10,C,Quercus alba,0.075,2017,Quercus alba,1297,14.9,33.73,15.78,1.0
10,C,Quercus alba,0.075,2017,Quercus alba,1205,14.9,33.73,15.78,1.0
10,C,Quercus alba,0.075,2017,Prunus serotina,G,19.69,26.86,21.36,0.0
10,A,Quercus rubra,0.051,2017,Acer rubrum,1332,14.84,23.15,13.85,1.0
10,A,Quercus alba,0.051,2016,Populus grandidentata,285,22.72,36.48,18.63,0.0
10,B,Acer saccharum,0.072,2016,Sterile,561,7.16,,10.02,1.0
10,D,Quercus alba,0.06,2016,Populus grandidentata,1201,26.08,40.7,21.57,0.0
10,D,Acer saccharum,0.06,2016,Sterile,961,5.7,,9.03,1.0
10,D,Quercus alba,0.06,2017,Acer rubrum,1468,13.12,29.89,23.35,0.0
10,B,Prunus serotina,0.072,2017,Prunus serotina,1027,36.12,,7.32,0.0
10,B,Acer saccharum,0.072,2016,Quercus alba,1320,15.03,,12.34,1.0
17,A,Quercus alba,0.095,2016,Acer saccharum,1323,21.77,31.08,22.51,1.0
17,B,Quercus alba,0.111,2017,Acer saccharum,1330,23.12,22.48,22.88,1.0
10,B,Quercus rubra,0.072,2017,Prunus serotina,I,18.25,12.85,11.95,0.0
10,B,Acer saccharum,0.072,2017,Acer rubrum,1384,18.01,,10.95,1.0
10,D,Quercus rubra,0.06,2016,Populus grandidentata,891,15.49,24.87,18.53,1.0
10,D,Quercus alba,0.06,2017,Acer saccharum,1757,20.14,22.73,22.05,0.0
10,D,Prunus serotina,0.06,2017,Sterile,H,12.79,,8.17,0.0
18,D,Prunus serotina,0.161,2017,Sterile,J,15.04,,12.14,1.0
10,D,Quercus alba,0.06,2016,Populus grandidentata,118,26.08,40.7,21.57,0.0
10,D,Quercus alba,0.06,2017,Quercus rubra,1454,15.17,28.36,16.12,0.0
10,D,Quercus alba,0.06,2017,Sterile,1715,10.56,2.49,18.63,1.0
4,A,Quercus rubra,0.078,2016,Sterile,984,10.62,8.66,13.06,1.0
9,A,Prunus serotina,0.065,2016,Quercus alba,1320,25.23,,11.29,1.0
12,C,Quercus alba,0.047,2016,Acer saccharum,1330,22.03,24.04,21.78,1.0
10,D,Quercus alba,0.06,2016,Populus grandidentata,891,26.08,40.7,21.57,0.0
12,B,Quercus alba,0.06,2017,Sterile,1715,10.56,2.49,18.63,1.0
12,B,Quercus alba,0.06,2017,Sterile,1297,10.56,2.49,18.63,1.0
13,A,Prunus serotina,0.052,2017,Acer saccharum,275,48.86,,6.86,1.0
13,D,Prunus serotina,0.086,2017,Quercus alba,1297,29.94,,13.39,1.0
13,B,Prunus serotina,0.093,2017,Quercus alba,1205,29.42,,13.7,1.0
10,B,Quercus rubra,0.072,2017,Acer saccharum,561,22.07,28.17,16.83,1.0
17,A,Quercus alba,0.095,2017,Prunus serotina,I,15.11,30.86,23.26,1.0
10,D,Quercus alba,0.06,2016,Acer saccharum,1330,20.14,22.73,22.05,1.0
10,D,Quercus rubra,0.06,2017,Quercus rubra,1454,16.59,23.81,11.39,1.0
10,D,Acer saccharum,0.06,2017,Acer saccharum,275,15.57,,10.81,1.0
18,E,Quercus alba,0.148,2017,Acer rubrum,50,19.46,32.18,21.13,1.0
10,B,Quercus alba,0.072,2016,Acer rubrum,1326,19.99,34.18,19.75,0.0
18,B,Quercus alba,0.138,2017,Prunus serotina,G,17.96,32.3,24.27,1.0
7,A,Quercus alba,0.078,2017,Acer saccharum,1323,14.1,28.95,18.02,1.0
9,C,Acer saccharum,0.077,2017,Prunus serotina,689,19.64,,12.01,1.0
13,A,Acer saccharum,0.052,2017,Prunus serotina,1027,20.66,,10.87,1.0
13,E,Acer saccharum,0.077,2017,Prunus serotina,689,19.64,,12.01,1.0
13,D,Acer saccharum,0.086,2017,Prunus serotina,G,21.35,,12.2,1.0
13,D,Acer saccharum,0.086,2017,Prunus serotina,I,21.35,,12.2,1.0
15,A,Prunus serotina,0.087,2016,Populus grandidentata,1201,38.92,,11.62,1.0
1,C,Acer saccharum,0.106,2017,Sterile,275,8.35,,12.21,1.0
1,C,Acer saccharum,0.106,2017,Prunus serotina,689,22.0,,12.15,1.0
1,C,Acer saccharum,0.106,2017,Prunus serotina,J,22.0,,12.15,1.0
1,C,Acer saccharum,0.106,2017,Prunus serotina,G,22.0,,12.15,1.0
1,B,Acer saccharum,0.1,2016,Quercus rubra,970,14.57,,12.17,1.0
2,C,Acer saccharum,0.097,2017,Prunus serotina,G,24.09,,12.27,1.0
2,A,Acer saccharum,0.083,2017,Prunus serotina,689,20.55,,12.27,1.0
3,C,Prunus serotina,0.103,2017,Quercus rubra,921,32.24,,13.74,1.0
3,A,Prunus serotina,0.08,2017,Prunus serotina,H,29.88,,11.74,1.0
3,A,Prunus serotina,0.08,2017,Acer saccharum,275,31.81,,11.66,1.0
11,C,Quercus alba,0.055,2017,Acer rubrum,50,23.87,36.31,21.51,0.0
3,A,Prunus serotina,0.08,2017,Acer saccharum,561,31.81,,11.66,1.0
11,C,Quercus alba,0.055,2017,Sterile,1478,10.58,4.23,18.63,0.0
3,A,Prunus serotina,0.08,2017,Populus grandidentata,118,46.72,,11.32,1.0
3,A,Prunus serotina,0.08,2017,Populus grandidentata,277,46.72,,11.32,1.0
3,C,Prunus serotina,0.103,2017,Acer saccharum,1757,41.12,,13.45,1.0
3,C,Prunus serotina,0.103,2016,Populus grandidentata,1201,39.26,,11.56,1.0
3,C,Acer saccharum,0.103,2016,Prunus serotina,I,22.16,,12.13,1.0
3,A,Prunus serotina,0.08,2017,Quercus alba,1205,25.38,,11.86,1.0
3,E,Prunus serotina,0.095,2017,Populus grandidentata,394,35.15,,11.92,1.0
11,A,Quercus alba,0.068,2016,Acer saccharum,961,19.1,37.94,15.2,1.0
3,C,Acer saccharum,0.103,2016,Prunus serotina,G,22.16,,12.13,1.0
3,B,Prunus serotina,0.082,2017,Quercus alba,1320,25.27,,11.94,1.0
3,E,Prunus serotina,0.095,2016,Prunus serotina,689,23.45,,13.9,1.0
3,D,Prunus serotina,0.087,2016,Acer saccharum,1330,41.39,,13.54,1.0
3,D,Prunus serotina,0.087,2016,Quercus alba,415,28.46,,13.66,1.0
3,B,Prunus serotina,0.082,2017,Quercus rubra,1688,40.12,,11.85,1.0
3,D,Prunus serotina,0.087,2016,Quercus rubra,970,36.65,,13.72,1.0
3,B,Prunus serotina,0.082,2017,Quercus alba,1715,25.27,,11.94,1.0
3,D,Prunus serotina,0.087,2017,Prunus serotina,1027,22.46,,14.03,1.0
3,B,Acer saccharum,0.082,2016,Prunus serotina,H,21.02,,12.41,1.0
3,D,Prunus serotina,0.087,2017,Prunus serotina,I,22.46,,14.03,1.0
11,A,Acer saccharum,0.068,2017,Sterile,275,5.14,,9.89,1.0
3,D,Prunus serotina,0.087,2017,Quercus rubra,1595,36.65,,13.72,1.0
3,B,Prunus serotina,0.082,2017,Quercus rubra,984,40.12,,11.85,1.0
3,B,Prunus serotina,0.082,2017,Populus grandidentata,285,41.69,,11.28,1.0
3,D,Acer saccharum,0.087,2017,Prunus serotina,1027,20.69,,12.3,1.0
3,B,Prunus serotina,0.082,2017,Prunus serotina,J,30.68,,11.9,1.0
7,C,Prunus serotina,0.082,2017,Acer rubrum,50,20.45,,13.27,1.0
7,E,Prunus serotina,0.075,2017,Quercus alba,1478,20.04,,8.19,1.0
7,B,Acer saccharum,0.079,2016,Prunus serotina,I,22.78,,12.12,1.0
7,D,Acer saccharum,0.08,2017,Prunus serotina,1027,22.23,,12.36,1.0
8,C,Acer saccharum,0.061,2017,Sterile,275,8.25,,11.85,1.0
11,A,Quercus rubra,0.068,2017,Prunus serotina,689,21.9,14.26,11.25,0.0
8,A,Acer saccharum,0.061,2017,Prunus serotina,G,18.89,,12.17,1.0
8,D,Acer saccharum,0.063,2017,Prunus serotina,I,20.17,,11.94,1.0
9,C,Prunus serotina,0.077,2017,Prunus serotina,1027,48.57,,7.13,1.0
9,A,Prunus serotina,0.065,2017,Quercus alba,1205,25.23,,11.29,1.0
9,A,Prunus serotina,0.065,2016,Populus grandidentata,891,33.09,,6.81,1.0
9,C,Prunus serotina,0.077,2017,Quercus rubra,970,32.39,,11.34,1.0
9,A,Prunus serotina,0.065,2017,Acer saccharum,1757,32.22,,10.95,1.0
9,C,Acer saccharum,0.077,2017,Prunus serotina,I,19.64,,12.01,1.0
9,C,Prunus serotina,0.077,2016,Acer saccharum,961,47.55,,7.89,1.0
9,C,Prunus serotina,0.077,2016,Populus grandidentata,285,57.81,,6.68,1.0
9,C,Prunus serotina,0.077,2017,Prunus serotina,G,48.57,,7.13,1.0
9,C,Prunus serotina,0.077,2017,Quercus alba,1715,23.12,,7.99,1.0
9,A,Acer saccharum,0.065,2017,Prunus serotina,G,20.26,,11.94,1.0
11,C,Quercus alba,0.055,2016,Quercus alba,1320,26.13,41.5,22.53,1.0
9,B,Prunus serotina,0.074,2016,Populus grandidentata,394,32.09,,6.67,1.0
11,C,Quercus rubra,0.055,2016,Populus grandidentata,891,15.04,28.28,18.82,1.0
9,E,Prunus serotina,0.071,2017,Prunus serotina,I,36.17,,7.28,1.0
9,E,Prunus serotina,0.071,2016,Quercus alba,1478,19.46,,10.97,1.0
11,A,Quercus rubra,0.068,2017,Quercus rubra,970,16.3,28.79,11.64,0.0
9,B,Prunus serotina,0.074,2016,Quercus alba,415,27.64,,11.39,1.0
9,B,Prunus serotina,0.074,2017,Prunus serotina,H,34.77,,7.11,1.0
9,D,Prunus serotina,0.073,2017,Prunus serotina,J,32.01,,7.15,1.0
9,D,Prunus serotina,0.073,2017,Quercus rubra,1454,31.46,,11.5,1.0
9,D,Prunus serotina,0.073,2017,Quercus rubra,1595,31.46,,11.5,1.0
9,D,Acer saccharum,0.073,2017,Prunus serotina,J,22.62,,11.83,1.0
9,B,Acer saccharum,0.074,2017,Prunus serotina,1027,18.47,,11.92,1.0
11,C,Quercus alba,0.055,2016,Quercus rubra,1688,20.01,31.97,18.33,0.0
9,D,Prunus serotina,0.073,2017,Quercus rubra,984,31.46,,11.5,1.0
9,B,Prunus serotina,0.074,2016,Populus grandidentata,277,32.09,,6.67,1.0
9,D,Prunus serotina,0.073,2017,Prunus serotina,689,32.01,,7.15,1.0
9,D,Prunus serotina,0.073,2017,Quercus alba,1297,20.12,,8.14,1.0
10,C,Acer saccharum,0.075,2017,Prunus serotina,1027,21.42,,11.83,1.0
11,C,Quercus rubra,0.055,2017,Acer saccharum,275,30.61,32.86,15.18,0.0
11,C,Quercus rubra,0.055,2016,Populus grandidentata,118,15.04,28.28,18.82,0.0
10,C,Acer saccharum,0.075,2017,Prunus serotina,I,21.42,,11.83,1.0
10,C,Acer saccharum,0.075,2017,Prunus serotina,J,21.42,,11.83,1.0
11,B,Acer saccharum,0.055,2017,Quercus rubra,970,13.31,,10.79,1.0
11,B,Acer saccharum,0.055,2017,Acer rubrum,1384,17.82,,9.45,1.0
11,A,Quercus rubra,0.068,2017,Acer rubrum,50,20.27,30.37,13.87,0.0
12,D,Acer saccharum,0.032,2017,Acer saccharum,275,19.41,,10.03,1.0
13,A,Prunus serotina,0.052,2016,Quercus rubra,1688,30.09,,9.98,1.0
13,C,Prunus serotina,0.087,2017,Quercus rubra,1595,36.65,,13.72,1.0
11,A,Quercus alba,0.068,2016,Populus grandidentata,285,21.72,38.52,17.55,0.0
13,A,Prunus serotina,0.052,2016,Quercus alba,415,25.63,,6.83,1.0
13,C,Acer saccharum,0.087,2017,Sterile,275,8.7,,12.39,1.0
13,A,Prunus serotina,0.052,2017,Quercus alba,1715,25.63,,6.83,1.0
13,C,Prunus serotina,0.087,2016,Populus grandidentata,891,38.92,,11.62,1.0
13,C,Prunus serotina,0.087,2016,Quercus alba,1478,28.46,,13.66,1.0
13,C,Prunus serotina,0.087,2016,Acer saccharum,1323,41.39,,13.54,1.0
13,B,Prunus serotina,0.093,2017,Quercus rubra,984,40.21,,13.63,1.0
13,E,Prunus serotina,0.077,2016,Populus grandidentata,1201,57.81,,6.68,1.0
13,D,Prunus serotina,0.086,2017,Quercus rubra,1454,32.51,,13.43,1.0
11,B,Quercus rubra,0.055,2017,Quercus rubra,1454,12.68,17.24,11.26,0.0
13,D,Prunus serotina,0.086,2017,Prunus serotina,G,22.89,,13.72,1.0
11,E,Quercus alba,0.068,2017,Quercus rubra,1595,19.0,33.28,15.67,1.0
13,B,Prunus serotina,0.093,2017,Prunus serotina,I,22.16,,13.99,1.0
11,D,Quercus rubra,0.05,2017,Prunus serotina,I,15.11,19.98,12.3,0.0
11,B,Quercus rubra,0.055,2017,Acer saccharum,561,30.61,32.86,15.18,1.0
13,B,Prunus serotina,0.093,2017,Prunus serotina,J,22.16,,13.99,1.0
13,B,Prunus serotina,0.093,2017,Prunus serotina,689,22.16,,13.99,1.0
11,B,Quercus rubra,0.055,2017,Quercus rubra,1595,12.68,17.24,11.26,0.0
13,D,Prunus serotina,0.086,2016,Acer saccharum,561,35.87,,13.55,1.0
13,B,Prunus serotina,0.093,2017,Quercus rubra,970,40.21,,13.63,1.0
11,D,Quercus rubra,0.05,2017,Acer saccharum,1757,23.44,40.82,14.67,1.0
13,D,Prunus serotina,0.086,2017,Prunus serotina,1027,22.89,,13.72,1.0
14,A,Acer saccharum,0.06,2017,Acer rubrum,50,17.77,,11.03,1.0
14,B,Acer saccharum,0.074,2017,Prunus serotina,J,18.47,,11.92,1.0
14,B,Acer saccharum,0.074,2017,Prunus serotina,I,18.47,,11.92,1.0
15,B,Acer saccharum,0.11,2016,Populus grandidentata,118,15.14,,12.2,1.0
16,C,Acer saccharum,0.133,2016,Acer saccharum,961,19.54,,12.5,1.0
16,D,Acer saccharum,0.133,2017,Prunus serotina,1027,21.71,,12.22,1.0
16,B,Acer saccharum,0.105,2017,Prunus serotina,H,22.32,,12.12,1.0
17,B,Acer saccharum,0.111,2017,Sterile,275,8.61,,12.1,1.0
17,D,Acer saccharum,0.118,2017,Prunus serotina,H,25.33,,12.14,1.0
11,B,Quercus alba,0.055,2017,Quercus rubra,921,20.01,31.97,18.33,1.0
18,A,Acer saccharum,0.141,2017,Quercus rubra,984,14.28,,12.44,1.0
18,A,Quercus rubra,0.141,2017,Quercus rubra,984,23.6,49.9,20.84,1.0
1,A,Prunus serotina,0.108,2017,Prunus serotina,H,23.31,,13.92,1.0
11,D,Quercus alba,0.05,2017,Sterile,1297,9.44,4.87,18.49,0.0
11,B,Quercus rubra,0.055,2016,Quercus alba,415,16.38,27.94,18.87,1.0
1,C,Prunus serotina,0.106,2017,Acer saccharum,275,40.94,,14.29,1.0
1,C,Prunus serotina,0.106,2016,Populus grandidentata,118,37.24,,12.17,1.0
1,E,Prunus serotina,0.098,2016,Populus grandidentata,277,37.78,,11.45,1.0
1,D,Prunus serotina,0.107,2017,Prunus serotina,689,26.28,,13.97,1.0
11,D,Quercus alba,0.05,2017,Acer rubrum,1332,23.54,37.17,20.31,1.0
1,D,Prunus serotina,0.107,2017,Acer saccharum,961,44.63,,13.63,1.0
11,D,Quercus alba,0.05,2017,Acer saccharum,275,20.71,23.57,21.83,0.0
1,D,Prunus serotina,0.107,2017,Populus grandidentata,285,38.61,,11.93,1.0
1,B,Prunus serotina,0.1,2017,Prunus serotina,I,22.84,,13.93,1.0
1,D,Prunus serotina,0.107,2016,Acer saccharum,1330,44.63,,13.63,1.0
1,D,Prunus serotina,0.107,2017,Acer saccharum,561,44.63,,13.63,1.0
1,D,Prunus serotina,0.107,2016,Populus grandidentata,891,38.61,,11.93,1.0
11,B,Quercus rubra,0.055,2017,Sterile,970,12.48,5.31,9.95,1.0
11,B,Quercus alba,0.055,2016,Populus grandidentata,891,29.62,34.36,21.61,1.0
1,D,Prunus serotina,0.107,2016,Prunus serotina,J,26.28,,13.97,1.0
1,D,Prunus serotina,0.107,2017,Acer saccharum,1757,44.63,,13.63,1.0
2,A,Prunus serotina,0.083,2016,Quercus alba,1478,24.39,,11.96,1.0
2,A,Prunus serotina,0.083,2016,Populus grandidentata,1201,37.18,,11.46,1.0
2,A,Prunus serotina,0.083,2017,Quercus alba,1297,24.39,,11.96,1.0
11,B,Quercus alba,0.055,2017,Sterile,1320,10.58,4.23,18.63,1.0
2,C,Prunus serotina,0.097,2017,Acer saccharum,961,43.67,,13.16,1.0
2,C,Prunus serotina,0.097,2017,Quercus rubra,1595,33.29,,13.76,1.0
11,D,Quercus rubra,0.05,2017,Sterile,921,11.48,3.33,11.05,0.0
2,A,Quercus rubra,0.083,2016,Sterile,1454,4.89,3.78,14.51,1.0
2,C,Prunus serotina,0.097,2017,Populus grandidentata,285,36.14,,11.59,1.0
2,A,Prunus serotina,0.083,2017,Quercus rubra,970,41.92,,11.85,1.0
